구분,제작국(수정),제목,등급,주제,선정성,폭력성,공포,약물,대사.지속성등.,모방위협
국내영화,한국,여행,전체관람가,1,1,1,1,1,1,1
국내영화,한국,방자전,청소년관람불가,4,4,2,1,1,4,1
국내영화,한국,서태지밴드라이브투어더뫼비우스,전체관람가,1,1,1,1,1,1,1
국내영화,한국,그녀에게,15세이상관람가,3,1,1,1,1,3,2
국내영화,한국,마마 앤드 파파,전체관람가,1,1,1,1,1,1,1
국내영화,한국,쏠라원투쓰리,전체관람가,1,1,1,1,1,1,1
국내영화,한국,내깡패같은애인,15세이상관람가,3,2,3,2,2,3,3
국내영화,한국,시티오브크레인,12세이상관람가,2,1,1,1,1,2,1
국내영화,한국,대한민국1%,12세이상관람가,2,2,2,1,1,2,1
국내영화,한국,뭘또그렇게까지,12세이상관람가,2,2,1,1,2,2,1
국내영화,한국,하녀,청소년관람불가,4,4,4,3,3,4,3
국내영화,한국,시,15세이상관람가,3,3,3,1,1,3,3
국내영화,한국,꿈은이루어진다,15세이상관람가,3,1,3,1,1,2,1
국내영화,한국,블러디쉐이크,청소년관람불가,4,4,4,3,4,4,4
국내영화,한국,경,15세이상관람가,3,2,1,1,2,3,1
국내영화,한국,1ST 지드래곤 콘서트,12세이상관람가,2,2,2,1,1,2,2
국내영화,한국,구르믈버서난달처럼,15세이상관람가,3,2,3,2,1,2,1
국내영화,한국,서울,12세이상관람가,2,1,2,1,1,1,1
국내영화,한국,섹스볼란티어,15세이상관람가,3,3,1,1,1,3,1
국내영화,한국,나쁜놈이더잘잔다,청소년관람불가,4,4,4,4,4,4,4
국내영화,한국,반드시크게들을것,15세이상관람가,3,1,1,1,2,3,3
국내영화,한국,요술,15세이상관람가,3,2,2,1,2,2,2
국내영화,한국,어이그 저 귓것,전체관람가,1,1,1,1,1,1,1
국내영화,한국,베스트셀러,15세이상관람가,3,1,3,3,2,3,3
국내영화,한국,사요나라이츠카,청소년관람불가,3,4,1,1,1,3,1
국내영화,한국,카페느와르,청소년관람불가,3,4,3,1,1,3,2
국내영화,한국,원나잇스탠드,청소년관람불가,4,4,1,1,2,3,3
국내영화,한국,친정엄마,전체관람가,1,1,1,1,1,1,1
국내영화,한국,소명2 모겐족의월드컵,전체관람가,1,1,1,1,1,1,1
국내영화,한국,꽃비,청소년관람불가,3,3,4,2,2,3,4
국내영화,한국,하하하,청소년관람불가,4,4,2,1,2,3,3
국내영화,한국,아마존의눈물,15세이상관람가,3,3,2,1,1,2,1
국내영화,한국,집나온남자들,15세이상관람가,3,2,3,1,2,3,1
국내영화,한국,도쿄택시,전체관람가,1,1,1,1,1,1,1
국내영화,한국,불타는내마음,15세이상관람가,2,2,2,1,1,3,3
국내영화,한국,반가운살인자,15세이상관람가,3,2,3,2,1,3,3
국내영화,한국,작은연못,15세이상관람가,3,1,3,3,1,3,3
국내영화,한국,첫사랑열전,15세이상관람가,3,3,3,2,2,3,3
국내영화,한국,비밀애,청소년관람불가,4,4,2,1,1,4,1
국내영화,한국,폭풍전야,청소년관람불가,4,4,3,2,2,3,4
국내영화,한국,젓가락,15세이상관람가,2,3,1,1,2,3,2
국내영화,한국,육혈포강도단,15세이상관람가,3,1,3,1,1,3,2
국내영화,한국,동자대소동,전체관람가,1,1,1,1,1,1,1
국내영화,한국,무법자,청소년관람불가,4,4,4,4,2,4,3
국내영화,한국,행복한울릉인,전체관람가,1,1,1,1,1,1,1
국내영화,한국,채식주의자,청소년관람불가,4,4,3,3,1,3,2
국내영화,한국,평행이론,15세이상관람가,3,3,3,3,3,3,2
국내영화,한국,경계도시,15세이상관람가,3,1,1,1,1,3,3
국내영화,한국,2008 서태지심포니위드톨가카쉬프로열필하모닉,전체관람가,1,1,1,1,1,1,1
국내영화,한국,이웃집좀비,15세이상관람가,3,1,3,3,1,3,1
국내영화,한국,식객 김치전쟁,전체관람가,1,1,1,1,1,1,1
국내영화,한국,주문진,12세이상관람가,2,2,2,1,1,2,1
국내영화,한국,회복,12세이상관람가,2,1,2,1,1,2,1
국내영화,한국,경계도시2,15세이상관람가,3,1,1,1,1,3,1
국외영화,일본,금지된정사,청소년관람불가,4,4,1,1,1,4,4
국외영화,일본,뜨거운유혹-미용사의불륜,청소년관람불가,4,4,1,2,1,4,4
국외영화,기타,레드바론,15세이상관람가,3,1,2,1,1,2,2
